id,area,major_axis,minor_axis,angle,circularity,feret_diameter,aspect_ratio,roundness,solidity,defect_type
247LC.A.82,507.394,50.318,12.839,66.546,0.123,88.792,3.919,0.255,0.346,Crack
247LC.A.83,161.283,20.966,9.795,128.534,0.23,28.645,2.141,0.467,0.452,Crack
247LC.A.84,137.738,29.37,5.971,162.026,0.314,32.26,4.919,0.203,0.665,Crack
247LC.A.85,674.563,39.012,22.016,173.349,0.493,47.666,1.772,0.564,0.771,Pore with Crack
247LC.A.86,157.751,27.259,7.368,123.169,0.222,37.034,3.699,0.27,0.444,Crack
247LC.A.87,121.257,19.21,8.037,163.652,0.712,19.948,2.39,0.418,0.904,Crack
247LC.A.88,1325.581,41.447,40.722,169.097,0.836,44.06,1.018,0.983,0.94,Pore
247LC.A.89,120.079,22.194,6.889,134.316,0.454,24.599,3.222,0.31,0.729,Crack
247LC.A.90,380.251,23.972,20.196,68.763,0.895,25.607,1.187,0.842,0.932,Pore
247LC.A.91,1655.211,49.871,42.258,90.364,0.8,51.409,1.18,0.847,0.953,Pore
247LC.A.92,164.815,40.289,5.209,54.485,0.178,48.39,7.735,0.129,0.533,Crack
247LC.A.93,1413.875,46.826,38.445,115.427,0.784,48.487,1.218,0.821,0.92,Pore
247LC.A.94,224.854,45.069,6.352,39.438,0.276,46.263,7.095,0.141,0.673,Crack
247LC.A.95,394.378,44.589,11.261,109.342,0.421,43.684,3.959,0.253,0.731,Crack
247LC.A.96,545.066,26.837,25.86,13.864,0.902,28.48,1.038,0.964,0.939,Pore
247LC.A.97,316.68,54.782,7.36,152.755,0.177,63.127,7.443,0.134,0.587,Crack
247LC.A.98,157.751,23.574,8.52,22.39,0.55,25.399,2.767,0.361,0.805,Crack
247LC.A.99,195.423,35.913,6.928,51.248,0.238,43.94,5.183,0.193,0.6,Crack
247LC.A.100,1232.579,48.138,32.601,82.971,0.5,64.601,1.477,0.677,0.8,Pore with Crack
247LC.A.101,639.246,30.667,26.541,177.842,0.903,31.763,1.155,0.865,0.942,Pore
247LC.A.102,109.484,20.032,6.959,15.372,0.195,32.26,2.879,0.347,0.432,Crack
247LC.A.103,825.251,34.101,30.812,160.441,0.857,35.209,1.107,0.904,0.94,Pore
247LC.A.104,184.828,37.065,6.349,106.082,0.109,64.236,5.838,0.171,0.339,Crack
247LC.A.105,3386.942,74.841,57.621,106.773,0.838,74.826,1.299,0.77,0.962,Pore
247LC.A.106,138.915,25.512,6.933,91.7,0.472,26.399,3.68,0.272,0.871,Crack
247LC.A.107,788.756,33.484,29.993,141.706,0.856,35.591,1.116,0.896,0.93,Pore
247LC.A.108,202.487,36.006,7.16,103.214,0.269,39.211,5.028,0.199,0.553,Crack
247LC.A.109,151.865,22.414,8.627,77.814,0.612,23.422,2.598,0.385,0.857,Crack
247LC.A.110,2765.355,112.256,31.365,93.904,0.159,187.33,3.579,0.279,0.482,Pore with Crack
247LC.A.111,144.801,45.931,4.014,107.458,0.11,57.022,11.443,0.087,0.449,Crack
247LC.A.112,135.384,28.583,6.031,115.063,0.285,34.482,4.74,0.211,0.584,Crack
247LC.A.113,143.624,19.07,9.589,78.422,0.576,21.619,1.989,0.503,0.755,Crack
247LC.A.114,123.611,23.676,6.647,92.185,0.349,26.422,3.562,0.281,0.619,Crack
247LC.A.115,2669.998,70.406,48.285,35.554,0.321,111.249,1.458,0.686,0.642,Pore with Crack
247LC.A.116,387.315,75.087,6.568,90.293,0.147,80.32,11.433,0.087,0.649,Crack
247LC.A.117,455.595,67.818,8.554,81.792,0.176,81.086,7.929,0.126,0.618,Crack
247LC.A.118,149.51,15.663,12.154,160.318,0.929,16.562,1.289,0.776,0.914,Pore
247LC.A.119,287.249,44.441,8.23,69.21,0.153,58.681,5.4,0.185,0.406,Crack
247LC.A.120,104.775,21.232,6.283,81.37,0.462,23.422,3.379,0.296,0.771,Crack
247LC.A.121,764.034,32.089,30.316,17.429,0.905,33.966,1.058,0.945,0.947,Pore
247LC.A.122,933.558,38.291,31.043,13.793,0.813,41.586,1.233,0.811,0.932,Pore
247LC.A.123,323.743,24.409,16.887,64.278,0.911,25.237,1.445,0.692,0.935,Pore
247LC.A.124,302.553,39.66,9.713,120.478,0.128,69.415,4.083,0.245,0.298,Crack
247LC.A.125,2003.676,52.438,48.651,117.357,0.869,54.489,1.078,0.928,0.961,Pore
247LC.A.126,2067.247,98.596,26.696,99.726,0.185,139.169,3.693,0.271,0.534,Pore with Crack
247LC.A.127,667.5,33.212,25.59,175.952,0.696,37.113,1.298,0.771,0.894,Pore
247LC.A.128,400.264,25.604,19.905,89.82,0.291,38.115,1.286,0.777,0.601,Crack
247LC.A.129,862.923,42.572,25.808,72.659,0.214,72.135,1.65,0.606,0.458,Crack
247LC.A.130,328.452,28.059,14.904,6.336,0.662,28.952,1.883,0.531,0.889,Pore
247LC.A.131,1440.952,44.379,41.341,86.568,0.751,50.66,1.074,0.932,0.922,Pore
247LC.A.132,580.383,35.396,20.877,144.056,0.421,40.785,1.695,0.59,0.688,Pore with Crack
247LC.A.133,211.905,41.591,6.487,57.623,0.314,41.868,6.411,0.156,0.705,Crack
247LC.A.134,387.315,57.656,8.553,80.648,0.16,75.5,6.741,0.148,0.531,Crack
247LC.A.135,309.616,55.576,7.093,123.61,0.107,79.146,7.835,0.128,0.354,Crack
247LC.A.136,103.598,25.091,5.257,85.401,0.387,25.167,4.773,0.21,0.782,Crack
247LC.A.137,867.632,57.076,19.355,52.027,0.221,83.736,2.949,0.339,0.553,Pore with Crack
247LC.A.138,147.156,14.703,12.743,103.972,0.925,15.648,1.154,0.867,0.926,Pore
247LC.A.139,522.698,27.502,24.199,158.904,0.915,28.829,1.137,0.88,0.945,Pore
247LC.A.140,407.328,48.637,10.663,58.671,0.187,63.201,4.561,0.219,0.478,Crack
247LC.A.141,273.122,40.446,8.598,95.745,0.303,42.537,4.704,0.213,0.599,Crack
247LC.A.142,141.27,31.267,5.753,77.892,0.277,33.283,5.435,0.184,0.606,Crack
247LC.A.143,197.778,28.45,8.851,80.184,0.443,28.829,3.214,0.311,0.776,Crack
247LC.A.144,396.733,36.536,13.826,123.156,0.127,61.195,2.643,0.378,0.326,Crack
247LC.A.145,795.82,36.08,28.084,118.466,0.314,56.191,1.285,0.778,0.633,Crack
247LC.A.146,102.421,11.641,11.203,87.677,0.957,12.7,1.039,0.962,0.921,Pore
247LC.A.147,593.333,58.062,13.011,101.639,0.282,64.738,4.463,0.224,0.653,Crack
247LC.A.148,1300.859,107.533,15.403,109.638,0.143,142.649,6.981,0.143,0.455,Crack
247LC.A.149,359.061,60.68,7.534,77.967,0.224,63.201,8.054,0.124,0.688,Crack
247LC.A.150,238.981,40.703,7.476,81.341,0.318,42.371,5.445,0.184,0.744,Crack
247LC.A.151,844.087,38.362,28.015,33.989,0.816,39.495,1.369,0.73,0.923,Pore
247LC.A.152,277.831,19.989,17.697,106.823,0.902,20.871,1.13,0.885,0.92,Pore
247LC.A.153,171.878,39.959,5.477,131.737,0.218,44.92,7.296,0.137,0.559,Crack
247LC.A.154,1485.687,52.383,36.112,45.701,0.489,58.811,1.451,0.689,0.865,Pore
247LC.A.155,101.243,20.644,6.244,20.826,0.523,21.97,3.306,0.302,0.811,Crack
247LC.A.156,247.222,40.542,7.764,57.776,0.352,41.868,5.222,0.192,0.749,Crack
247LC.A.157,141.27,16.744,10.742,106.112,0.853,17.894,1.559,0.642,0.913,Pore
247LC.A.158,532.116,79.555,8.516,77.593,0.186,85.33,9.342,0.107,0.658,Crack
247LC.A.159,279.008,49.478,7.18,95.896,0.149,65.001,6.891,0.145,0.474,Crack
247LC.A.160,349.643,53.698,8.29,84.578,0.186,62.187,6.477,0.154,0.597,Crack
247LC.A.161,1756.454,54.314,41.175,81.493,0.33,77.91,1.319,0.758,0.692,Pore with Crack
247LC.A.162,649.841,37.296,22.185,30.615,0.248,47.107,1.681,0.595,0.52,Crack
247LC.A.163,223.677,23.688,12.023,166.787,0.47,27.125,1.97,0.508,0.785,Pore with Crack
247LC.A.164,654.55,45.053,18.498,47.246,0.142,75.234,2.436,0.411,0.373,Crack
247LC.A.165,299.021,33.95,11.214,60.508,0.434,37.034,3.027,0.33,0.69,Crack
247LC.A.166,140.093,24.589,7.254,74.391,0.341,29.515,3.39,0.295,0.609,Crack
247LC.A.167,174.233,21.279,10.425,65.923,0.334,31.07,2.041,0.49,0.637,Crack
247LC.A.168,299.021,29.697,12.82,92.048,0.235,44.697,2.316,0.432,0.522,Crack
247LC.A.169,115.37,12.804,11.472,125.229,0.906,13.724,1.116,0.896,0.883,Pore
247LC.A.170,695.754,61.204,14.474,106.486,0.215,83.172,4.229,0.236,0.538,Crack
247LC.A.171,1218.452,40.806,38.019,97.187,0.864,42.551,1.073,0.932,0.947,Pore
247LC.A.172,144.801,14.325,12.87,84.458,0.936,15.535,1.113,0.898,0.928,Pore
247LC.A.173,290.78,78.163,4.737,68.182,0.111,82.211,16.502,0.061,0.537,Crack
247LC.A.174,546.243,26.866,25.888,56.7,0.853,28.48,1.038,0.964,0.933,Pore
247LC.A.175,125.966,32.492,4.936,92.856,0.219,37.991,6.583,0.152,0.695,Crack
247LC.A.176,656.904,35.018,23.884,68.03,0.099,78.136,1.466,0.682,0.242,Crack
247LC.A.177,1167.83,41.765,35.602,172.935,0.883,42.744,1.173,0.852,0.949,Pore
247LC.A.178,240.159,32.245,9.483,72.695,0.292,41.529,3.4,0.294,0.557,Crack
247LC.A.179,109.484,14.009,9.951,98.362,0.7,15.112,1.408,0.71,0.819,Pore
247LC.A.180,1164.298,40.02,37.042,151.499,0.92,42.315,1.08,0.926,0.96,Pore
247LC.A.181,401.442,44.402,11.511,105.137,0.213,61.855,3.857,0.259,0.474,Crack
247LC.A.182,131.852,38.761,4.331,66.593,0.203,41.755,8.95,0.112,0.577,Crack
247LC.A.183,257.817,28.16,11.657,77.346,0.209,43.684,2.416,0.414,0.446,Crack
247LC.A.184,2961.02,78.731,47.886,125.039,0.36,81.545,1.644,0.608,0.801,Pore
247LC.A.185,419.134,29.216,18.266,16.495,0.683,31.635,1.599,0.625,0.877,Pore
247LC.A.186,941.875,35.793,33.504,168.208,0.899,37.415,1.068,0.936,0.948,Pore
247LC.A.187,223.695,51.238,5.559,136.892,0.154,59.865,9.218,0.108,0.524,Crack
247LC.A.188,1893.169,77.381,31.151,60.208,0.182,111.127,2.484,0.403,0.609,Pore with Crack
247LC.A.189,1371.605,48.906,35.709,154.005,0.146,76.448,1.37,0.73,0.485,Pore with Crack
247LC.A.190,1524.66,65.495,29.64,83.966,0.268,84.745,2.21,0.453,0.608,Pore with Crack
247LC.A.191,187.198,34.294,6.95,65.184,0.225,41.757,4.934,0.203,0.54,Crack
247LC.A.192,3353.075,69.807,61.158,147.708,0.885,71.325,1.141,0.876,0.965,Pore
247LC.A.193,279.03,19.696,18.038,101.218,0.932,20.843,1.092,0.916,0.928,Pore
247LC.A.194,322.592,28.857,14.233,141.552,0.561,32.261,2.027,0.493,0.822,Pore
247LC.A.195,7190.038,103.669,88.306,87.374,0.331,181.985,1.174,0.852,0.672,Pore with Crack
247LC.A.196,178.956,15.622,14.585,71.508,0.831,17.156,1.071,0.934,0.889,Pore
247LC.A.197,189.552,34.684,6.958,98.028,0.134,58.331,4.985,0.201,0.4,Crack
247LC.A.198,384.991,37.086,13.217,111.166,0.317,42.925,2.806,0.356,0.739,Crack
247LC.A.199,1080.802,38.054,36.163,47.747,0.85,40.381,1.052,0.95,0.945,Pore
247LC.A.200,1100.816,104.905,13.361,103.019,0.154,128.532,7.852,0.127,0.57,Crack
247LC.A.201,2175.731,58.051,47.721,162.063,0.834,59.914,1.216,0.822,0.945,Pore
247LC.A.202,908.909,41.178,28.104,146.679,0.174,63.954,1.465,0.682,0.413,Crack
247LC.A.203,412.07,52.118,10.067,58.087,0.119,79.654,5.177,0.193,0.354,Crack
247LC.A.204,593.381,62.147,12.157,73.866,0.2,78.425,5.112,0.196,0.608,Crack
247LC.A.205,1769.548,54.004,41.72,151.257,0.803,56.392,1.294,0.773,0.949,Pore
247LC.A.206,173.07,20.382,10.811,71.465,0.741,21.318,1.885,0.53,0.883,Pore
247LC.A.207,1165.57,41.424,35.826,39.768,0.815,43.794,1.156,0.865,0.938,Pore
247LC.A.208,108.316,16.145,8.542,4.809,0.503,19.41,1.89,0.529,0.713,Crack
247LC.A.209,118.912,23.038,6.572,100.299,0.36,25.331,3.505,0.285,0.654,Crack
247LC.A.210,158.941,26.148,7.74,66.6,0.375,31.09,3.378,0.296,0.691,Crack
247LC.A.211,122.444,12.975,12.016,122.821,0.801,15.649,1.08,0.926,0.893,Crack
247LC.A.212,687.569,83.493,10.485,105.43,0.151,102.157,7.963,0.126,0.499,Crack
247LC.A.213,133.04,23.465,7.219,47.172,0.347,28.481,3.251,0.308,0.611,Crack
247LC.A.214,174.247,31.723,6.994,66.731,0.321,36.908,4.536,0.22,0.731,Crack
247LC.A.215,547.465,69.295,10.059,74.987,0.102,104.914,6.889,0.145,0.366,Crack
247LC.A.216,260.193,57.482,5.763,87.38,0.129,70.737,9.974,0.1,0.555,Crack
247LC.A.217,151.877,26.989,7.165,174.857,0.446,27.664,3.767,0.265,0.784,Crack
247LC.A.218,210.745,21.742,12.341,80.635,0.626,25.168,1.762,0.568,0.829,Crack
247LC.A.219,210.745,43.299,6.197,73.545,0.155,52.173,6.987,0.143,0.517,Crack
247LC.A.220,332.011,47.565,8.887,102.6,0.275,52.173,5.352,0.187,0.638,Crack
247LC.A.221,372.041,57.758,8.201,85.756,0.09,94.456,7.042,0.142,0.315,Crack
247LC.A.222,198.971,27.931,9.07,52.847,0.422,31.298,3.08,0.325,0.665,Crack
247LC.A.223,1039.595,38.62,34.274,127.021,0.886,41.318,1.127,0.887,0.95,Pore
247LC.A.224,322.592,22.737,18.064,77.468,0.497,27.471,1.259,0.794,0.815,Pore
247LC.A.225,1550.562,46.347,42.597,75.098,0.711,54.177,1.088,0.919,0.911,Pore
247LC.A.226,1329.221,49.688,34.061,176.733,0.779,52.139,1.459,0.686,0.942,Pore
247LC.A.227,2908.039,70.763,52.324,175.601,0.249,87.46,1.352,0.739,0.659,Pore with Crack
247LC.A.228,535.691,26.976,25.284,144.336,0.924,28.295,1.067,0.937,0.944,Pore
247LC.A.229,956.003,52.726,23.086,77.517,0.103,89.588,2.284,0.438,0.376,Pore with Crack
247LC.A.230,1064.319,88.135,15.376,111.909,0.13,125.271,5.732,0.174,0.459,Crack
247LC.A.231,161.296,22.707,9.044,143.668,0.277,32.552,2.511,0.398,0.519,Crack
247LC.A.232,1932.021,59.351,41.447,162.086,0.389,89.212,1.432,0.698,0.724,Pore with Crack
247LC.A.233,430.908,49.433,11.099,69.357,0.24,60.071,4.454,0.225,0.547,Crack
247LC.A.234,117.734,24.182,6.199,78.865,0.512,24.019,3.901,0.256,0.858,Crack
247LC.A.235,271.966,39.396,8.79,92.22,0.25,44.487,4.482,0.223,0.583,Crack
247LC.A.236,973.663,91.941,13.484,85.855,0.098,130.658,6.819,0.147,0.358,Crack
247LC.A.237,200.148,32.438,7.856,63.185,0.32,39.452,4.129,0.242,0.698,Crack
247LC.A.238,287.272,48.327,7.569,82.301,0.23,52.801,6.385,0.157,0.646,Crack
247LC.A.239,857.106,118.99,9.171,97.192,0.122,133.015,12.974,0.077,0.503,Crack
247LC.A.240,427.376,50.914,10.688,71.48,0.179,67.457,4.764,0.21,0.495,Crack
247LC.A.241,1080.802,39.059,35.231,125.833,0.124,91.274,1.109,0.902,0.324,Crack
247LC.A.242,386.169,33.585,14.64,70.227,0.227,51.924,2.294,0.436,0.516,Crack
247LC.A.243,447.391,26.436,21.548,150.335,0.896,27.664,1.227,0.815,0.936,Pore
247LC.A.244,144.813,15.015,12.28,50.053,0.925,15.649,1.223,0.818,0.914,Pore
247LC.A.245,227.227,32.406,8.928,52.418,0.21,46.442,3.63,0.276,0.505,Crack
247LC.A.246,171.892,34.282,6.384,106.153,0.366,34.312,5.37,0.186,0.793,Crack
247LC.A.247,1174.989,42.054,35.574,27.864,0.632,52.263,1.182,0.846,0.845,Pore with Crack
247LC.A.248,436.795,24.427,22.768,56.936,0.803,27.727,1.073,0.932,0.91,Pore
247LC.A.249,505.08,67.678,9.502,86.166,0.207,76.024,7.122,0.14,0.655,Crack
247LC.A.250,359.09,46.693,9.792,71.678,0.188,55.857,4.769,0.21,0.484,Crack
247LC.A.251,1476.389,57.514,32.684,92.492,0.153,83.69,1.76,0.568,0.624,Crack
247LC.A.252,301.4,23.734,16.169,165.453,0.753,25.791,1.468,0.681,0.868,Pore
247LC.A.253,368.509,22.479,20.873,19.92,0.861,24.384,1.077,0.929,0.922,Pore
247LC.A.254,631.056,45.237,17.762,46.406,0.138,77.496,2.547,0.393,0.416,Crack
247LC.A.255,366.154,56.971,8.183,98.775,0.201,64.931,6.962,0.144,0.565,Crack
247LC.A.256,187.198,16.354,14.575,13.554,0.943,17.961,1.122,0.891,0.944,Pore
247LC.A.257,479.179,63.493,9.609,70.938,0.149,81.321,6.608,0.151,0.448,Crack
247LC.A.258,495.662,59.756,10.561,75.056,0.153,82.414,5.658,0.177,0.426,Crack
247LC.A.259,2792.659,78.953,45.036,104.375,0.196,110.867,1.753,0.57,0.585,Pore with Crack
247LC.A.260,141.281,29.398,6.119,62.37,0.408,29.115,4.804,0.208,0.743,Crack
247LC.A.261,279.03,36.114,9.837,73.217,0.153,60.85,3.671,0.272,0.405,Crack
247LC.A.262,447.391,26.144,21.788,137.609,0.876,27.664,1.2,0.833,0.944,Pore
247LC.A.263,566.302,64.131,11.243,91.819,0.234,66.755,5.704,0.175,0.625,Crack
247LC.A.264,1348.059,68.532,25.045,63.923,0.13,124.233,2.736,0.365,0.5,Pore with Crack
247LC.A.265,559.238,34.372,20.716,22.037,0.691,37.899,1.659,0.603,0.879,Pore
247LC.A.266,412.07,25.652,20.453,41.022,0.884,27.791,1.254,0.797,0.935,Pore
247LC.A.267,1630.621,47.415,43.787,44.336,0.819,49.498,1.083,0.923,0.947,Pore
247LC.A.268,667.554,33.871,25.094,132.918,0.541,39.897,1.35,0.741,0.77,Crack
247LC.A.269,1579.995,52.336,38.439,170.326,0.628,54.836,1.362,0.734,0.917,Pore
247LC.A.270,632.234,64.799,12.423,98.223,0.303,67.675,5.216,0.192,0.698,Crack
247LC.A.271,1004.274,38.524,33.192,165.522,0.86,39.838,1.161,0.862,0.941,Pore
247LC.A.272,786.466,32.586,30.729,16.268,0.879,35.543,1.06,0.943,0.946,Pore
247LC.A.273,1773.08,48.507,46.541,131.134,0.807,51.469,1.042,0.959,0.944,Pore
247LC.A.274,4589.286,89.858,65.028,41.772,0.366,129.794,1.382,0.724,0.734,Pore with Crack
247LC.A.275,257.838,34.349,9.557,103.924,0.447,34.261,3.594,0.278,0.722,Crack
247LC.A.276,215.454,39.41,6.961,59.075,0.311,40.946,5.662,0.177,0.684,Crack
247LC.A.277,1675.36,51.161,41.695,55.522,0.845,51.924,1.227,0.815,0.936,Pore
247LC.A.278,369.686,29.687,15.855,91.924,0.199,46.846,1.872,0.534,0.435,Crack
247LC.A.279,1196.181,86.147,17.679,84.709,0.141,119.425,4.873,0.205,0.44,Crack
247LC.A.280,102.429,12.243,10.652,63.499,0.882,13.596,1.149,0.87,0.883,Pore
247LC.A.281,355.558,59.712,7.582,56.437,0.152,75.752,7.876,0.127,0.488,Crack
247LC.A.282,208.39,38.548,6.883,104.387,0.206,46.771,5.6,0.179,0.524,Crack
247LC.A.283,376.75,23.343,20.55,51.796,0.941,24.743,1.136,0.88,0.95,Pore
247LC.A.284,215.454,17.773,15.435,32.56,0.953,18.95,1.152,0.868,0.934,Pore
247LC.A.285,2341.737,66.455,44.866,18.873,0.217,94.219,1.481,0.675,0.548,Pore with Crack
247LC.A.286,475.647,51.088,11.854,83.951,0.195,74.743,4.31,0.232,0.544,Crack
247LC.A.287,195.439,16.932,14.696,165.576,0.917,18.189,1.152,0.868,0.912,Pore
247LC.A.288,113.025,35.951,4.003,59.943,0.208,37.853,8.981,0.111,0.582,Crack
247LC.A.289,780.579,47.621,20.87,48.468,0.377,62.067,2.282,0.438,0.682,Pore with Crack
247LC.A.290,1028.998,42.192,31.052,7.069,0.64,44.062,1.359,0.736,0.909,Pore
247LC.A.291,1176.166,59.223,25.286,62.535,0.3,86.055,2.342,0.427,0.646,Pore with Crack
247LC.A.292,545.11,31.128,22.297,55.313,0.326,46.035,1.396,0.716,0.711,Pore with Crack
247LC.A.293,135.395,14.256,12.093,126.828,0.599,17.796,1.179,0.848,0.816,Crack
247LC.A.294,825.318,35.026,30.001,23.167,0.613,38.82,1.167,0.857,0.888,Pore
247LC.A.295,104.784,21.593,6.179,79.045,0.426,24.48,3.495,0.286,0.848,Crack
247LC.A.296,100.074,21.227,6.003,77.218,0.183,27.191,3.536,0.283,0.393,Crack
247LC.A.297,1578.818,49.987,40.215,40.701,0.34,83.09,1.243,0.804,0.679,Pore with Crack
247LC.A.298,2158.071,68.866,39.9,97.396,0.213,112.893,1.726,0.579,0.585,Pore with Crack
247LC.A.299,573.366,47.539,15.356,65.238,0.245,62.464,3.096,0.323,0.517,Pore with Crack
247LC.A.300,163.651,20.773,10.031,148.824,0.516,22.992,2.071,0.483,0.718,Crack
247LC.A.301,120.089,26.124,5.853,121.04,0.279,28.002,4.464,0.224,0.642,Crack
247LC.A.302,286.095,34.907,10.435,26.367,0.394,38.82,3.345,0.299,0.706,Crack
247LC.A.303,1757.774,50.229,44.557,141.689,0.844,52.979,1.127,0.887,0.952,Pore
247LC.A.304,118.912,35.575,4.256,85.286,0.218,37.289,8.359,0.12,0.66,Crack
247LC.A.305,108.316,15.238,9.05,112.199,0.568,17.156,1.684,0.594,0.719,Crack
713C.A.1,317.507,22.032,18.349,118.643,0.86,22.941,1.201,0.833,0.957,Pore
713C.A.2,431.369,55.99,9.809,30.358,0.094,88.025,5.708,0.175,0.339,Crack
713C.A.3,538.695,43.192,15.88,2.748,0.078,82.099,2.72,0.368,0.277,Crack
